CODE,scenario,lower,median,upper,indicator
S12000021,1981-2000,-6.5,-6.1,-5.7,Winter Minimum Temperature Change
S12000023,1981-2000,-4.7,-4.3,-4.1,Winter Minimum Temperature Change
S12000026,1981-2000,-10.2,-9.5,-9.3,Winter Minimum Temperature Change
S12000027,1981-2000,-5.2,-4.9,-4.6,Winter Minimum Temperature Change
S12000028,1981-2000,-7.6,-7.3,-6.7,Winter Minimum Temperature Change
S12000029,1981-2000,-10.7,-9.9,-9.6,Winter Minimum Temperature Change
S12000030,1981-2000,-10.0,-9.4,-9.0,Winter Minimum Temperature Change
S12000033,1981-2000,-8.4,-7.8,-7.6,Winter Minimum Temperature Change
S12000034,1981-2000,-10.4,-10.2,-9.8,Winter Minimum Temperature Change
S12000035,1981-2000,-7.1,-6.7,-6.4,Winter Minimum Temperature Change
S12000036,1981-2000,-8.7,-8.0,-7.6,Winter Minimum Temperature Change
S12000038,1981-2000,-8.8,-8.3,-7.7,Winter Minimum Temperature Change
S12000039,1981-2000,-7.7,-7.3,-6.8,Winter Minimum Temperature Change
S12000040,1981-2000,-9.9,-9.2,-8.6,Winter Minimum Temperature Change
S12000041,1981-2000,-10.0,-9.5,-9.3,Winter Minimum Temperature Change
S12000042,1981-2000,-7.2,-6.8,-6.2,Winter Minimum Temperature Change
S12000045,1981-2000,-9.0,-8.5,-7.9,Winter Minimum Temperature Change
S12000047,1981-2000,-8.1,-7.4,-7.0,Winter Minimum Temperature Change
S12000048,1981-2000,-11.3,-10.7,-10.3,Winter Minimum Temperature Change
S12000049,1981-2000,-7.9,-7.5,-6.8,Winter Minimum Temperature Change
S12000050,1981-2000,-9.4,-8.9,-8.2,Winter Minimum Temperature Change
W06000001,1981-2000,-4.4,-4.0,-3.8,Winter Minimum Temperature Change
W06000002,1981-2000,-6.6,-6.2,-5.9,Winter Minimum Temperature Change
W06000003,1981-2000,-7.7,-7.4,-7.0,Winter Minimum Temperature Change
W06000004,1981-2000,-8.3,-7.9,-7.5,Winter Minimum Temperature Change
W06000005,1981-2000,-7.8,-7.2,-6.7,Winter Minimum Temperature Change
W06000006,1981-2000,-8.1,-7.7,-7.2,Winter Minimum Temperature Change
W06000008,1981-2000,-7.7,-7.1,-6.8,Winter Minimum Temperature Change
W06000009,1981-2000,-6.0,-5.6,-5.3,Winter Minimum Temperature Change
W06000010,1981-2000,-7.5,-6.9,-6.5,Winter Minimum Temperature Change
W06000011,1981-2000,-5.5,-5.2,-5.0,Winter Minimum Temperature Change
W06000012,1981-2000,-7.0,-6.5,-6.0,Winter Minimum Temperature Change
W06000013,1981-2000,-7.1,-6.5,-6.2,Winter Minimum Temperature Change
W06000014,1981-2000,-6.5,-6.1,-5.7,Winter Minimum Temperature Change
W06000015,1981-2000,-6.9,-6.3,-5.9,Winter Minimum Temperature Change
W06000016,1981-2000,-7.5,-7.2,-6.8,Winter Minimum Temperature Change
W06000018,1981-2000,-7.7,-7.3,-6.9,Winter Minimum Temperature Change
W06000019,1981-2000,-8.5,-7.9,-7.5,Winter Minimum Temperature Change
W06000020,1981-2000,-7.9,-7.5,-7.0,Winter Minimum Temperature Change
W06000021,1981-2000,-7.5,-7.1,-6.6,Winter Minimum Temperature Change
W06000022,1981-2000,-6.3,-6.0,-5.5,Winter Minimum Temperature Change
W06000023,1981-2000,-8.8,-8.2,-7.9,Winter Minimum Temperature Change
W06000024,1981-2000,-7.9,-7.5,-7.0,Winter Minimum Temperature Change
E12000007,1981-2000,-6.5,-6.0,-5.5,Winter Minimum Temperature Change
E47000001,2001-2020,-6.2,-5.1,-3.8,Winter Minimum Temperature Change
E47000002,2001-2020,-6.8,-5.9,-4.4,Winter Minimum Temperature Change
E47000003,2001-2020,-6.7,-5.8,-4.2,Winter Minimum Temperature Change
E47000004,2001-2020,-5.4,-4.6,-3.3,Winter Minimum Temperature Change
E47000006,2001-2020,-6.8,-5.9,-4.7,Winter Minimum Temperature Change
E47000007,2001-2020,-7.1,-6.5,-4.6,Winter Minimum Temperature Change
E47000008,2001-2020,-7.2,-6.2,-5.1,Winter Minimum Temperature Change
E47000009,2001-2020,-6.2,-5.7,-4.1,Winter Minimum Temperature Change
E47000010,2001-2020,-8.2,-6.7,-5.3,Winter Minimum Temperature Change
E47000011,2001-2020,-8.4,-6.8,-5.7,Winter Minimum Temperature Change
E10000003,2001-2020,-7.2,-6.2,-5.0,Winter Minimum Temperature Change
E10000007,2001-2020,-7.8,-6.7,-4.9,Winter Minimum Temperature Change
E10000008,2001-2020,-5.4,-4.8,-3.7,Winter Minimum Temperature Change
E10000011,2001-2020,-6.7,-5.3,-4.4,Winter Minimum Temperature Change
E10000012,2001-2020,-6.5,-5.6,-4.5,Winter Minimum Temperature Change
E10000013,2001-2020,-7.0,-6.6,-4.8,Winter Minimum Temperature Change
E10000014,2001-2020,-7.0,-6.4,-5.1,Winter Minimum Temperature Change
E10000015,2001-2020,-6.8,-6.2,-4.6,Winter Minimum Temperature Change
E10000016,2001-2020,-6.6,-5.1,-4.4,Winter Minimum Temperature Change
E10000017,2001-2020,-7.0,-5.7,-4.2,Winter Minimum Temperature Change
E10000018,2001-2020,-7.6,-7.1,-5.3,Winter Minimum Temperature Change
E10000019,2001-2020,-7.0,-5.9,-4.5,Winter Minimum Temperature Change
E10000020,2001-2020,-6.8,-5.3,-4.4,Winter Minimum Temperature Change
E10000024,2001-2020,-7.3,-6.4,-4.9,Winter Minimum Temperature Change
E10000025,2001-2020,-7.4,-6.9,-5.1,Winter Minimum Temperature Change
E10000028,2001-2020,-7.4,-6.7,-4.9,Winter Minimum Temperature Change
E10000029,2001-2020,-6.5,-5.3,-4.2,Winter Minimum Temperature Change
E10000030,2001-2020,-7.3,-6.4,-5.4,Winter Minimum Temperature Change
E10000031,2001-2020,-7.8,-6.9,-5.2,Winter Minimum Temperature Change
E10000032,2001-2020,-7.1,-5.8,-4.9,Winter Minimum Temperature Change
E10000034,2001-2020,-7.4,-6.6,-5.1,Winter Minimum Temperature Change
E06000001,2001-2020,-5.9,-5.0,-3.7,Winter Minimum Temperature Change
E06000002,2001-2020,-6.6,-5.8,-4.4,Winter Minimum Temperature Change
E06000003,2001-2020,-6.0,-5.3,-3.7,Winter Minimum Temperature Change
E06000004,2001-2020,-7.2,-6.2,-5.4,Winter Minimum Temperature Change
E06000005,2001-2020,-7.8,-6.4,-5.4,Winter Minimum Temperature Change
E06000006,2001-2020,-6.0,-5.1,-3.4,Winter Minimum Temperature Change
E06000007,2001-2020,-6.3,-5.4,-3.8,Winter Minimum Temperature Change
E06000008,2001-2020,-7.0,-5.5,-3.9,Winter Minimum Temperature Change
E06000009,2001-2020,-6.7,-5.7,-3.8,Winter Minimum Temperature Change
E06000010,2001-2020,-5.4,-4.5,-3.3,Winter Minimum Temperature Change
E06000011,2001-2020,-6.4,-5.5,-4.2,Winter Minimum Temperature Change
E06000012,2001-2020,-5.9,-4.7,-3.6,Winter Minimum Temperature Change
E06000013,2001-2020,-6.5,-5.6,-4.4,Winter Minimum Temperature Change
E06000014,2001-2020,-6.8,-5.6,-4.5,Winter Minimum Temperature Change
E06000015,2001-2020,-7.2,-6.2,-4.4,Winter Minimum Temperature Change
E06000016,2001-2020,-7.3,-6.9,-4.8,Winter Minimum Temperature Change
E06000017,2001-2020,-7.5,-6.8,-5.3,Winter Minimum Temperature Change
E06000018,2001-2020,-6.4,-5.7,-4.1,Winter Minimum Temperature Change
E06000019,2001-2020,-7.3,-6.5,-4.9,Winter Minimum Temperature Change
E06000020,2001-2020,-7.8,-7.0,-5.1,Winter Minimum Temperature Change
E06000021,2001-2020,-6.6,-5.9,-4.3,Winter Minimum Temperature Change
E06000022,2001-2020,-6.5,-5.8,-4.1,Winter Minimum Temperature Change
E06000023,2001-2020,-5.5,-4.9,-3.7,Winter Minimum Temperature Change
E06000024,2001-2020,-5.6,-5.1,-3.8,Winter Minimum Temperature Change
E06000025,2001-2020,-6.4,-5.9,-4.2,Winter Minimum Temperature Change
E06000026,2001-2020,-4.4,-3.8,-2.7,Winter Minimum Temperature Change
E06000027,2001-2020,-3.5,-3.0,-2.1,Winter Minimum Temperature Change
E06000030,2001-2020,-6.8,-6.4,-4.8,Winter Minimum Temperature Change
E06000031,2001-2020,-7.6,-6.7,-5.2,Winter Minimum Temperature Change
E06000032,2001-2020,-6.8,-6.0,-4.3,Winter Minimum Temperature Change
E06000033,2001-2020,-5.5,-4.1,-3.5,Winter Minimum Temperature Change
E06000034,2001-2020,-5.6,-4.8,-3.9,Winter Minimum Temperature Change
E06000035,2001-2020,-5.6,-4.2,-3.7,Winter Minimum Temperature Change
E06000036,2001-2020,-7.5,-6.7,-5.9,Winter Minimum Temperature Change
E06000037,2001-2020,-7.6,-6.7,-5.7,Winter Minimum Temperature Change
E06000038,2001-2020,-6.4,-5.7,-4.6,Winter Minimum Temperature Change
E06000039,2001-2020,-6.3,-5.7,-4.7,Winter Minimum Temperature Change
E06000040,2001-2020,-7.0,-6.3,-5.5,Winter Minimum Temperature Change
E06000041,2001-2020,-7.5,-6.8,-5.6,Winter Minimum Temperature Change
E06000042,2001-2020,-7.8,-6.7,-4.7,Winter Minimum Temperature Change
E06000043,2001-2020,-5.6,-4.6,-3.5,Winter Minimum Temperature Change
E06000044,2001-2020,-4.7,-4.0,-3.2,Winter Minimum Temperature Change
E06000045,2001-2020,-5.4,-4.8,-3.8,Winter Minimum Temperature Change
E06000046,2001-2020,-4.8,-3.9,-2.9,Winter Minimum Temperature Change
E06000047,2001-2020,-8.6,-7.0,-5.5,Winter Minimum Temperature Change
E06000049,2001-2020,-6.8,-6.3,-4.3,Winter Minimum Temperature Change
E06000050,2001-2020,-6.6,-5.9,-4.0,Winter Minimum Temperature Change
E06000051,2001-2020,-7.4,-6.9,-4.8,Winter Minimum Temperature Change
E06000052,2001-2020,-4.5,-3.8,-2.6,Winter Minimum Temperature Change
E06000053,2001-2020,-0.2,0.6,1.4,Winter Minimum Temperature Change
E06000054,2001-2020,-7.1,-6.7,-5.2,Winter Minimum Temperature Change
E06000055,2001-2020,-7.7,-6.8,-5.2,Winter Minimum Temperature Change
E06000056,2001-2020,-7.5,-6.9,-5.0,Winter Minimum Temperature Change
E06000057,2001-2020,-8.5,-6.8,-5.8,Winter Minimum Temperature Change
E06000058,2001-2020,-6.2,-5.4,-4.7,Winter Minimum Temperature Change
E06000059,2001-2020,-6.5,-5.9,-4.8,Winter Minimum Temperature Change
E06000060,2001-2020,-7.4,-6.7,-4.9,Winter Minimum Temperature Change
E06000061,2001-2020,-7.6,-6.8,-5.2,Winter Minimum Temperature Change
E06000062,2001-2020,-8.0,-7.0,-5.0,Winter Minimum Temperature Change
E06000063,2001-2020,-7.9,-6.8,-5.4,Winter Minimum Temperature Change
E06000064,2001-2020,-8.4,-7.1,-5.5,Winter Minimum Temperature Change
E06000065,2001-2020,-7.5,-6.4,-4.9,Winter Minimum Temperature Change
E06000066,2001-2020,-6.2,-5.6,-4.3,Winter Minimum Temperature Change
E07000008,2001-2020,-7.3,-6.3,-5.1,Winter Minimum Temperature Change
E07000009,2001-2020,-7.2,-6.0,-4.9,Winter Minimum Temperature Change
E07000010,2001-2020,-7.0,-6.1,-4.9,Winter Minimum Temperature Change
E07000011,2001-2020,-7.5,-6.5,-5.2,Winter Minimum Temperature Change
E07000012,2001-2020,-7.3,-6.3,-5.1,Winter Minimum Temperature Change
E07000032,2001-2020,-7.9,-6.7,-5.3,Winter Minimum Temperature Change
E07000033,2001-2020,-7.5,-6.4,-4.8,Winter Minimum Temperature Change
E07000034,2001-2020,-7.5,-6.3,-4.5,Winter Minimum Temperature Change
E07000035,2001-2020,-7.7,-6.8,-5.2,Winter Minimum Temperature Change
E07000036,2001-2020,-7.3,-6.5,-4.8,Winter Minimum Temperature Change
E07000037,2001-2020,-8.0,-6.7,-4.8,Winter Minimum Temperature Change
E07000038,2001-2020,-7.5,-6.4,-4.8,Winter Minimum Temperature Change
E07000039,2001-2020,-7.4,-6.6,-4.7,Winter Minimum Temperature Change
E07000040,2001-2020,-5.6,-4.9,-3.9,Winter Minimum Temperature Change
E07000041,2001-2020,-5.5,-4.9,-4.3,Winter Minimum Temperature Change
E07000042,2001-2020,-5.8,-5.1,-3.6,Winter Minimum Temperature Change
E07000043,2001-2020,-5.6,-4.8,-3.5,Winter Minimum Temperature Change
E07000044,2001-2020,-4.6,-4.1,-3.3,Winter Minimum Temperature Change
E07000045,2001-2020,-5.0,-4.4,-3.6,Winter Minimum Temperature Change
E07000046,2001-2020,-5.4,-4.7,-4.0,Winter Minimum Temperature Change
E07000047,2001-2020,-6.2,-5.1,-3.8,Winter Minimum Temperature Change
E07000061,2001-2020,-4.9,-3.9,-3.0,Winter Minimum Temperature Change
E07000062,2001-2020,-5.2,-3.9,-2.9,Winter Minimum Temperature Change
E07000063,2001-2020,-6.6,-5.2,-4.4,Winter Minimum Temperature Change
E07000064,2001-2020,-6.3,-5.0,-4.1,Winter Minimum Temperature Change
E07000065,2001-2020,-7.1,-5.6,-4.7,Winter Minimum Temperature Change
E07000066,2001-2020,-6.0,-5.2,-4.1,Winter Minimum Temperature Change
E07000067,2001-2020,-6.7,-5.8,-4.3,Winter Minimum Temperature Change
E07000068,2001-2020,-6.7,-5.8,-4.8,Winter Minimum Temperature Change
E07000069,2001-2020,-5.7,-4.4,-3.6,Winter Minimum Temperature Change
E07000070,2001-2020,-6.9,-6.0,-5.0,Winter Minimum Temperature Change
E07000071,2001-2020,-6.1,-5.3,-4.4,Winter Minimum Temperature Change
E07000072,2001-2020,-6.6,-5.9,-4.5,Winter Minimum Temperature Change
E07000073,2001-2020,-6.6,-5.9,-4.3,Winter Minimum Temperature Change
E07000074,2001-2020,-6.1,-4.9,-4.3,Winter Minimum Temperature Change
E07000075,2001-2020,-6.2,-4.9,-4.3,Winter Minimum Temperature Change
E07000076,2001-2020,-6.2,-4.7,-4.1,Winter Minimum Temperature Change
E07000077,2001-2020,-7.1,-6.3,-4.6,Winter Minimum Temperature Change
E07000078,2001-2020,-6.9,-6.4,-4.8,Winter Minimum Temperature Change
E07000079,2001-2020,-7.4,-6.7,-5.1,Winter Minimum Temperature Change
E07000080,2001-2020,-7.0,-6.2,-4.6,Winter Minimum Temperature Change
E07000081,2001-2020,-6.3,-5.9,-4.1,Winter Minimum Temperature Change
E07000082,2001-2020,-6.8,-6.2,-4.5,Winter Minimum Temperature Change
E07000083,2001-2020,-7.1,-6.7,-4.9,Winter Minimum Temperature Change
E07000084,2001-2020,-7.7,-6.7,-5.5,Winter Minimum Temperature Change
E07000085,2001-2020,-7.6,-6.6,-5.1,Winter Minimum Temperature Change
E07000086,2001-2020,-6.2,-5.4,-4.2,Winter Minimum Temperature Change
E07000087,2001-2020,-5.3,-4.7,-3.5,Winter Minimum Temperature Change
E07000088,2001-2020,-4.1,-3.3,-2.5,Winter Minimum Temperature Change
E07000089,2001-2020,-7.9,-6.9,-5.7,Winter Minimum Temperature Change
E07000090,2001-2020,-6.0,-5.0,-4.0,Winter Minimum Temperature Change
E07000091,2001-2020,-6.6,-6.1,-5.1,Winter Minimum Temperature Change
E07000092,2001-2020,-8.1,-7.2,-6.0,Winter Minimum Temperature Change
E07000093,2001-2020,-7.0,-6.3,-5.0,Winter Minimum Temperature Change
E07000094,2001-2020,-7.1,-6.3,-5.0,Winter Minimum Temperature Change
E07000095,2001-2020,-6.8,-6.0,-4.8,Winter Minimum Temperature Change
E07000096,2001-2020,-7.0,-6.3,-4.6,Winter Minimum Temperature Change
E07000098,2001-2020,-6.6,-5.9,-4.6,Winter Minimum Temperature Change
E07000099,2001-2020,-7.0,-6.5,-4.8,Winter Minimum Temperature Change
E07000102,2001-2020,-6.5,-5.9,-4.5,Winter Minimum Temperature Change
E07000103,2001-2020,-6.4,-5.9,-4.3,Winter Minimum Temperature Change
E07000105,2001-2020,-6.8,-5.2,-4.3,Winter Minimum Temperature Change
E07000106,2001-2020,-6.0,-4.6,-3.9,Winter Minimum Temperature Change
E07000107,2001-2020,-6.0,-5.0,-4.2,Winter Minimum Temperature Change
E07000108,2001-2020,-6.1,-4.6,-3.4,Winter Minimum Temperature Change
E07000109,2001-2020,-6.1,-4.9,-4.4,Winter Minimum Temperature Change
E07000110,2001-2020,-7.1,-5.4,-4.6,Winter Minimum Temperature Change
E07000111,2001-2020,-7.5,-6.2,-5.4,Winter Minimum Temperature Change
E07000112,2001-2020,-6.4,-4.9,-3.9,Winter Minimum Temperature Change
E07000113,2001-2020,-5.8,-4.4,-3.3,Winter Minimum Temperature Change
E07000114,2001-2020,-5.0,-3.7,-2.8,Winter Minimum Temperature Change
E07000115,2001-2020,-7.0,-5.6,-4.9,Winter Minimum Temperature Change
E07000116,2001-2020,-7.5,-5.8,-5.2,Winter Minimum Temperature Change
E07000117,2001-2020,-7.3,-5.9,-4.0,Winter Minimum Temperature Change
E07000118,2001-2020,-7.0,-5.7,-4.0,Winter Minimum Temperature Change
E07000119,2001-2020,-7.6,-6.4,-4.6,Winter Minimum Temperature Change
E07000120,2001-2020,-6.7,-5.1,-3.7,Winter Minimum Temperature Change
E07000121,2001-2020,-6.6,-5.6,-4.1,Winter Minimum Temperature Change
E07000122,2001-2020,-7.6,-6.3,-4.4,Winter Minimum Temperature Change
E07000123,2001-2020,-7.0,-5.9,-4.4,Winter Minimum Temperature Change
E07000124,2001-2020,-7.8,-6.1,-4.5,Winter Minimum Temperature Change
E07000125,2001-2020,-7.6,-6.0,-4.0,Winter Minimum Temperature Change
E07000126,2001-2020,-6.9,-5.7,-4.1,Winter Minimum Temperature Change
E07000127,2001-2020,-6.5,-5.4,-4.0,Winter Minimum Temperature Change
E07000128,2001-2020,-6.9,-5.8,-4.1,Winter Minimum Temperature Change
E07000129,2001-2020,-7.6,-7.0,-5.0,Winter Minimum Temperature Change
E07000130,2001-2020,-7.5,-7.0,-5.0,Winter Minimum Temperature Change
E07000131,2001-2020,-7.9,-7.2,-5.5,Winter Minimum Temperature Change
E07000132,2001-2020,-7.6,-7.0,-5.5,Winter Minimum Temperature Change
E07000133,2001-2020,-7.5,-6.9,-5.2,Winter Minimum Temperature Change
E07000134,2001-2020,-7.3,-6.9,-4.8,Winter Minimum Temperature Change
E07000135,2001-2020,-8.0,-7.4,-5.4,Winter Minimum Temperature Change
E07000136,2001-2020,-7.2,-5.9,-4.6,Winter Minimum Temperature Change
E07000137,2001-2020,-6.6,-5.6,-4.0,Winter Minimum Temperature Change
E07000138,2001-2020,-7.2,-6.3,-4.9,Winter Minimum Temperature Change
E07000139,2001-2020,-7.0,-6.2,-4.7,Winter Minimum Temperature Change
E07000140,2001-2020,-7.0,-6.0,-4.7,Winter Minimum Temperature Change
E07000141,2001-2020,-7.3,-6.4,-5.1,Winter Minimum Temperature Change
E07000142,2001-2020,-6.9,-5.9,-4.6,Winter Minimum Temperature Change
E07000143,2001-2020,-7.4,-6.0,-4.6,Winter Minimum Temperature Change
E07000144,2001-2020,-6.5,-5.3,-4.3,Winter Minimum Temperature Change
E07000145,2001-2020,-5.5,-4.4,-3.1,Winter Minimum Temperature Change
E07000146,2001-2020,-6.9,-5.6,-4.6,Winter Minimum Temperature Change
E07000147,2001-2020,-6.0,-4.7,-3.8,Winter Minimum Temperature Change
E07000148,2001-2020,-6.2,-4.9,-3.9,Winter Minimum Temperature Change
E07000149,2001-2020,-6.6,-5.3,-4.3,Winter Minimum Temperature Change
E07000170,2001-2020,-7.2,-5.9,-4.7,Winter Minimum Temperature Change
E07000171,2001-2020,-7.5,-6.6,-5.0,Winter Minimum Temperature Change
E07000172,2001-2020,-7.0,-6.1,-4.6,Winter Minimum Temperature Change
E07000173,2001-2020,-6.9,-6.1,-4.8,Winter Minimum Temperature Change
E07000174,2001-2020,-7.1,-6.2,-4.5,Winter Minimum Temperature Change
E07000175,2001-2020,-7.4,-6.3,-4.9,Winter Minimum Temperature Change
E07000176,2001-2020,-7.4,-6.5,-4.7,Winter Minimum Temperature Change
E07000177,2001-2020,-8.1,-7.3,-5.3,Winter Minimum Temperature Change
E07000178,2001-2020,-6.7,-5.9,-4.1,Winter Minimum Temperature Change
E07000179,2001-2020,-7.4,-6.9,-5.2,Winter Minimum Temperature Change
E07000180,2001-2020,-7.2,-6.7,-5.1,Winter Minimum Temperature Change
E07000181,2001-2020,-7.5,-6.8,-5.1,Winter Minimum Temperature Change
E07000192,2001-2020,-7.5,-6.5,-4.4,Winter Minimum Temperature Change
E07000193,2001-2020,-7.5,-6.6,-4.7,Winter Minimum Temperature Change
E07000194,2001-2020,-7.4,-6.8,-5.0,Winter Minimum Temperature Change
E07000195,2001-2020,-6.7,-6.1,-4.2,Winter Minimum Temperature Change
E07000196,2001-2020,-7.1,-6.6,-5.1,Winter Minimum Temperature Change
E07000197,2001-2020,-7.3,-6.7,-4.9,Winter Minimum Temperature Change
E07000198,2001-2020,-7.8,-6.7,-5.0,Winter Minimum Temperature Change
E07000199,2001-2020,-7.1,-6.6,-5.0,Winter Minimum Temperature Change
E07000200,2001-2020,-6.7,-5.6,-4.4,Winter Minimum Temperature Change
E07000202,2001-2020,-5.9,-4.7,-3.7,Winter Minimum Temperature Change
E07000203,2001-2020,-6.3,-5.4,-4.4,Winter Minimum Temperature Change
E07000207,2001-2020,-6.5,-5.7,-4.5,Winter Minimum Temperature Change
E07000208,2001-2020,-6.6,-5.7,-4.5,Winter Minimum Temperature Change
E07000209,2001-2020,-7.5,-6.7,-5.7,Winter Minimum Temperature Change
E07000210,2001-2020,-8.0,-6.9,-5.8,Winter Minimum Temperature Change
E07000211,2001-2020,-7.2,-6.2,-4.9,Winter Minimum Temperature Change
E07000212,2001-2020,-6.6,-5.7,-4.7,Winter Minimum Temperature Change
E07000213,2001-2020,-6.0,-5.1,-4.1,Winter Minimum Temperature Change
E07000214,2001-2020,-7.4,-6.6,-5.6,Winter Minimum Temperature Change
E07000215,2001-2020,-7.3,-6.0,-4.9,Winter Minimum Temperature Change
E07000216,2001-2020,-7.6,-6.7,-5.6,Winter Minimum Temperature Change
E07000217,2001-2020,-7.1,-6.2,-5.2,Winter Minimum Temperature Change
E07000218,2001-2020,-7.7,-7.0,-5.4,Winter Minimum Temperature Change
E07000219,2001-2020,-7.2,-6.6,-4.8,Winter Minimum Temperature Change
E07000220,2001-2020,-7.5,-6.8,-5.1,Winter Minimum Temperature Change
E07000221,2001-2020,-7.8,-7.0,-5.1,Winter Minimum Temperature Change
E07000222,2001-2020,-7.9,-7.0,-5.1,Winter Minimum Temperature Change
E07000223,2001-2020,-5.7,-4.5,-3.6,Winter Minimum Temperature Change
E07000224,2001-2020,-6.5,-5.3,-4.5,Winter Minimum Temperature Change
E07000225,2001-2020,-7.1,-6.1,-4.9,Winter Minimum Temperature Change
E07000226,2001-2020,-7.6,-6.3,-5.5,Winter Minimum Temperature Change
E07000227,2001-2020,-7.2,-5.8,-5.1,Winter Minimum Temperature Change
E07000228,2001-2020,-7.2,-5.8,-5.0,Winter Minimum Temperature Change
E07000229,2001-2020,-5.8,-4.6,-3.8,Winter Minimum Temperature Change
E07000234,2001-2020,-7.7,-6.7,-5.1,Winter Minimum Temperature Change
E07000235,2001-2020,-7.3,-6.4,-4.7,Winter Minimum Temperature Change
E07000236,2001-2020,-7.3,-6.4,-4.8,Winter Minimum Temperature Change
E07000237,2001-2020,-7.5,-6.7,-5.6,Winter Minimum Temperature Change
E07000238,2001-2020,-7.3,-6.6,-5.2,Winter Minimum Temperature Change
E07000239,2001-2020,-7.6,-6.5,-5.4,Winter Minimum Temperature Change
E07000240,2001-2020,-6.7,-5.9,-4.4,Winter Minimum Temperature Change
E07000241,2001-2020,-6.7,-5.9,-4.5,Winter Minimum Temperature Change
E07000242,2001-2020,-7.1,-6.3,-4.7,Winter Minimum Temperature Change
E07000243,2001-2020,-6.7,-6.2,-4.5,Winter Minimum Temperature Change
E07000244,2001-2020,-5.9,-4.7,-3.9,Winter Minimum Temperature Change
E07000245,2001-2020,-7.1,-6.0,-4.6,Winter Minimum Temperature Change
E08000001,2001-2020,-7.0,-5.3,-4.3,Winter Minimum Temperature Change
